0003c3dd20cd99cf4555ab7c9232ec9c.vir,1
000590557e79980e147c3ff6521ec5cc.vir,1
0006c099239df9bcaab4c3cbc85e6ff8.vir,0
000fbf210ae21ff7604c025e1763a149.vir,1
00123e9b2a49b6750df39ad0e86508e2.vir,0
00193e19e0d474a6dceadc57a55171df.vir,1
001aa84cea4c3e5636ca6e8de98c02fd.vir,0
002b7e714ab8769215c2ef684e0ccb5c.vir,1
002c963c15c87024b03a55e62a0a7fc6.vir,1
002e4ed5e771266c3dd9f39d350414dc.vir,1
00331fe2822190482a69db85eab69d5a.vir,1
0035939466ec53f3a3039544a29ea1bf.vir,0
00406af4f0ec9c850c7d5b9a7a78afd2.vir,0
0040c6f8088479420c7c3e962c751484.vir,1
0042b2db23691f5cf0240f907c6c6c9b.vir,1
00451fa0303155e5924c75eebac00b59.vir,1
0047d1a8a92d66b3f902ab82be4f97ab.vir,1
0048d513e14dac18acff8076918def62.vir,1
004c40c94bdbdc1ca8341364cc3e995a.vir,1
004c49e6b57f8a9cdafb365f7ccb0d99.vir,0
00681b694f61fe649385be317004d878.vir,1
0072126afa47ab98debfb34dd6b8039a.vir,1
007e2aab17c84f60ff1283ba44a4ec76.vir,0
007f35c3cdd71f7cdfde3b6c1cfa29c3.vir,1
00913f8d8c209f2552d81c96e358c53c.vir,0
00931b5aa140a04e5761334e0c9796b7.vir,0
00b87f57ff2a2ae95dc5b544a87ff6cb.vir,0
00bcb838cc68eef05dc2d59d7a6e004e.vir,0
00be8abc02c8fd4173a64ab9498b1749.vir,1
00c182ba78b4e138baeb89d8e7760ed3.vir,0
00c4fdfa4ebc5500fde7fdebaea34085.vir,1
00ca954b7add1726b176d414b3125123.vir,1
00cd476df3369702da00006f29b44c98.vir,1
00d6aa793fb1691db189312f8e6f128e.vir,1
00df0ef4e95022b45ec2a967b6e43b87.vir,1
00e1faccfb4d45193d342d36fbb88914.vir,0
00e3b3952d6cfe18aba4554a034f8e55.vir,1
00edfeb1c39b217d5a457ecba896f53d.vir,1
00fe8c5b59949a0423c047199dbd823e.vir,1
0101454beb282758ca099dc257e59603.vir,1
010afa8fad886948421da15afd075d90.vir,0
010b1885516f6bd8db85760965ae798a.vir,1
